chain_id,ula,uhmc_10,uhmc_uniform_19
420,1.0138605934682063,1.1260316810371458,1.124409117569694
421,1.0997815634748387,1.1689716064568634,1.1263507108128343
422,1.36167699918318,1.1094346436329539,1.1197112617037674
423,1.046748043705355,1.1065877510092332,1.1194132266605568
424,1.1334798640001869,1.111814874284738,1.116006643923923
425,1.1374840566642828,1.1340655177514853,1.0966545565257952
426,1.140194507652594,1.1163357654465509,1.111008745555059
427,1.124439250601302,1.1264832553653363,1.1258889200662503
428,1.0816544900895568,1.123812042483425,1.1408193965759763
429,1.0650222934433886,1.1228397596916075,1.1472470377668265
430,1.1756056941006345,1.141414726815173,1.1040520593602796
431,1.1586196926194168,1.10063806167477,1.1156678136556175
432,1.1223241158856003,1.1323965133857257,1.1345813926407309
433,1.1473283803312107,1.136848265293835,1.1929709622123108
434,1.1874481347462682,1.124771333483361,1.1166598620073385
435,1.1118426876774572,1.1359766754587344,1.1146995664517887
436,1.0730578946811,1.145818059944355,1.103944928271454
437,1.208017293656939,1.1434305642882021,1.1343615960118678
438,1.0826963163529024,1.1142465420678496,1.1243477132443622
439,1.0736419224526943,1.1455057748818025,1.1516188586706708
440,1.0980580686708428,1.1559799430947097,1.1279890856372383
441,1.0873532005801925,1.1113664945405883,1.123324268600625
442,1.1065204590089999,1.134657075270038,1.1055379645517633
443,1.09972972566089,1.1285306317588522,1.123326611171087
444,1.1084564325036035,1.1206807557195022,1.119293413506646
445,1.1307913782209924,1.1362642284792794,1.11079392994619
446,1.092679642848172,1.1239288913380117,1.1176900565619357
447,1.0943689644600103,1.1284623707511285,1.1301465959889287
448,1.0987783250581757,1.097836972206006,1.115883407703513
449,1.1551505803927733,1.1324721356854714,1.1162629509432782
450,1.0620234585445405,1.1071633579930487,1.305840892299892
451,1.1102831862658893,1.1239934108585836,1.1035766794465989
452,1.0730399834336084,1.115008308211632,1.1135308068066314
453,1.04601160553253,1.1320920754739465,1.10592229162485
454,1.0569364971983093,1.1371040988137973,1.1192448546698617
455,1.046667044890629,1.1097242553650175,1.113350034777738
456,1.0165317387683381,1.13565541300454,1.124269606205478
457,1.18555421439148,1.1251362297402752,1.1140796396101431
458,1.1587598563556325,1.1222324581627943,1.1254152247459088
459,1.1189660597222322,1.1445599584142085,1.1138049227513582
460,1.1593104477340688,1.1182255012562312,1.1149021865594657
461,1.111422622594954,1.1231468188656277,1.1363753580649898
462,1.0183697167479357,1.1897805280867315,1.129253484634587
463,1.0764368966642488,1.121137544868821,1.1064204710680916
464,1.0846662441889072,1.1190269693542212,1.1203317705904607
465,1.1033740356030202,1.138769839561851,1.1377576539590164
466,1.1379737615248704,1.1145029651866574,1.13837166632391
467,1.1470018607746333,1.1194315843645424,1.1191763581408158
468,1.1648895754508786,1.1338058270598754,1.1207980102883937
469,1.14607758440289,1.1135968059538106,1.120589690792705
470,1.099009129351563,1.1215828480250858,1.1446005095602636
471,1.1316493284928224,1.117449705772501,1.1212534042698001
472,1.1159252974954812,1.2136095076671893,1.1315691955885423
473,1.3238690104606683,1.1040834267610549,1.139473935837006
474,1.1633726674621647,1.1148635493112065,1.118536009225684
475,1.1626540410280015,1.1257350255669203,1.1244146528204255
476,1.1149655172352435,1.1296913813667038,1.1168519170840672
477,1.0646679014393972,1.1179841875707872,1.1354379884092436
478,1.0334864601727054,1.1351588154663923,1.11374090525465
479,1.0750119182634834,1.1143741634199715,1.1054036659281827
480,1.0673055231337398,1.1519909135259385,1.158144975426922
481,1.1006963836055346,1.1461249360555197,1.1390438794545823
482,1.135500934178159,1.125670659811375,1.1121006486199287
483,1.0746644881649983,1.1287267695344751,1.11711384001781
484,1.0708257173093068,1.1129247320941769,1.1379189213231389
485,1.051888588088604,1.1219597441520026,1.144909221380671
